"document","label","term_ back","term_ government","term_ news","term_ people","term_ photos","term_ play","term_ police","term_ season","term_ state","term_ states","term_ team","term_ time","term_ told","term_ trump","term_ week","term_ yards","term_ years","term_game","term_president"
1913,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1914,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1915,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1916,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1917,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1918,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1919,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1920,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1921,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1922,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1923,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1924,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1925,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1926,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1927,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1928,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1929,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1930,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1931,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1932,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1933,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1934,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1935,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1936,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1937,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1938,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1939,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1940,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1941,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1942,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1943,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1944,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1945,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1946,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1947,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1948,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1949,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1950,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1951,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1952,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1953,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1954,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1955,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1956,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1957,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1958,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1959,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1960,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1961,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1962,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1963,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1964,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1965,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1966,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1967,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1968,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1969,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1970,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1971,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1972,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1973,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1974,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1975,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1976,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1977,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1978,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1979,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1980,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1981,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1982,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1983,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1984,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1985,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1986,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1987,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1988,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1989,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1990,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1991,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1992,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1993,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1994,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1995,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1996,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1997,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1998,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1999,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
2000,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
